== Frequent Itemsets ==
34 (7914)
59 (5176)
63 (4936)
76 (4384)
23 (3376)
93 (3968)
52 (3516)
86 (7924)
85 (8124)
36 (6812)
3 (3656)
67 (4464)
90 (7488)
1 (3916)
39 (5612)
2 (4208)
10 (3244)
53 (4608)
28 (3528)
24 (4748)
110 (4040)
6 (3152)
56 (3776)
116 (3148)
59 86 85 => 36 90 (conf: 0.79)
90 36 86 => 85 59 (conf: 0.63)
90 36 85 => 86 59 (conf: 0.61)
59 90 36 86 => 85 (conf: 1.00)
59 90 36 85 => 86 (conf: 0.95)
59 90 86 85 => 36 (conf: 0.87)
59 36 86 85 => 90 (conf: 0.93)
90 36 86 85 => 59 (conf: 0.63)
63 => 36 85 86 34 (conf: 0.81)
34 63 => 36 86 85 (conf: 0.84)
34 36 => 86 85 63 (conf: 0.60)
63 36 => 85 86 34 (conf: 0.95)
63 86 => 36 85 34 (conf: 0.84)
63 85 => 36 86 34 (conf: 0.81)
36 86 => 85 34 63 (conf: 0.60)
34 63 36 => 86 85 (conf: 1.00)
34 63 86 => 36 85 (conf: 0.84)
34 63 85 => 36 86 (conf: 0.84)
34 36 86 => 85 63 (conf: 0.60)
34 36 85 => 86 63 (conf: 0.60)
63 36 86 => 85 34 (conf: 1.00)
63 36 85 => 86 34 (conf: 0.95)
63 86 85 => 36 34 (conf: 0.84)
36 86 85 => 34 63 (conf: 0.60)
34 63 36 86 => 85 (conf: 1.00)
34 63 36 85 => 86 (conf: 1.00)
34 63 86 85 => 36 (conf: 0.84)
34 36 86 85 => 63 (conf: 0.60)
63 36 86 85 => 34 (conf: 1.00)
63 => 85 86 34 76 (conf: 0.62)
76 => 85 86 34 63 (conf: 0.69)
34 63 => 86 85 76 (conf: 0.64)
34 76 => 86 85 63 (conf: 0.69)
63 76 => 85 86 34 (conf: 1.00)
63 86 => 85 34 76 (conf: 0.64)
63 85 => 86 34 76 (conf: 0.62)
76 86 => 85 34 63 (conf: 0.69)
76 85 => 86 34 63 (conf: 0.69)
34 63 76 => 86 85 (conf: 1.00)
34 63 86 => 85 76 (conf: 0.64)
34 63 85 => 86 76 (conf: 0.64)
34 76 86 => 85 63 (conf: 0.69)
34 76 85 => 86 63 (conf: 0.69)
63 76 86 => 85 34 (conf: 1.00)
63 76 85 => 86 34 (conf: 1.00)
63 86 85 => 34 76 (conf: 0.64)
76 86 85 => 34 63 (conf: 0.69)
34 63 76 86 => 85 (conf: 1.00)
34 63 76 85 => 86 (conf: 1.00)
34 63 86 85 => 76 (conf: 0.64)
34 76 86 85 => 63 (conf: 0.69)
63 76 86 85 => 34 (conf: 1.00)
63 => 36 85 86 90 (conf: 0.75)
63 90 => 36 86 85 (conf: 0.82)
63 36 => 85 86 90 (conf: 0.88)
63 86 => 36 85 90 (conf: 0.78)
63 85 => 36 86 90 (conf: 0.75)
63 90 36 => 86 85 (conf: 0.95)
63 90 86 => 36 85 (conf: 0.86)
63 90 85 => 36 86 (conf: 0.82)
63 36 86 => 85 90 (conf: 0.93)
63 36 85 => 86 90 (conf: 0.88)
63 86 85 => 36 90 (conf: 0.78)
63 90 36 86 => 85 (conf: 1.00)
63 90 36 85 => 86 (conf: 0.95)
63 90 86 85 => 36 (conf: 0.86)
63 36 86 85 => 90 (conf: 0.93)
59 => 90 86 34 93 (conf: 0.62)
93 => 90 86 34 59 (conf: 0.81)
34 59 => 86 90 93 (conf: 0.65)
34 93 => 86 90 59 (conf: 0.85)
59 90 => 86 34 93 (conf: 0.68)
59 86 => 90 34 93 (conf: 0.65)
59 93 => 90 86 34 (conf: 0.88)
90 93 => 86 34 59 (conf: 0.91)
86 93 => 90 34 59 (conf: 0.85)
34 59 90 => 86 93 (conf: 0.71)
34 59 86 => 90 93 (conf: 0.65)
34 59 93 => 86 90 (conf: 0.93)
34 90 93 => 86 59 (conf: 0.96)
34 86 93 => 90 59 (conf: 0.85)
59 90 86 => 34 93 (conf: 0.71)
59 90 93 => 86 34 (conf: 0.94)
59 86 93 => 90 34 (conf: 0.93)
90 86 93 => 34 59 (conf: 0.96)
34 59 90 86 => 93 (conf: 0.71)
34 59 90 93 => 86 (conf: 1.00)
34 59 86 93 => 90 (conf: 0.93)
34 90 86 93 => 59 (conf: 0.96)
59 90 86 93 => 34 (conf: 1.00)
59 => 36 85 90 63 (conf: 0.65)
63 => 36 85 90 59 (conf: 0.69)
59 63 => 36 85 90 (conf: 0.81)
59 90 => 36 85 63 (conf: 0.71)
59 36 => 85 90 63 (conf: 0.76)
59 85 => 36 90 63 (conf: 0.65)
63 90 => 36 85 59 (conf: 0.75)
63 36 => 85 90 59 (conf: 0.81)
63 85 => 36 90 59 (conf: 0.69)
59 63 90 => 36 85 (conf: 0.89)
59 63 36 => 85 90 (conf: 0.92)
59 63 85 => 36 90 (conf: 0.81)
59 90 36 => 85 63 (conf: 0.82)
59 90 85 => 36 63 (conf: 0.71)
59 36 85 => 90 63 (conf: 0.76)
63 90 36 => 85 59 (conf: 0.87)
63 90 85 => 36 59 (conf: 0.75)
63 36 85 => 90 59 (conf: 0.81)
59 63 90 36 => 85 (conf: 1.00)
59 63 90 85 => 36 (conf: 0.89)
59 63 36 85 => 90 (conf: 0.92)
59 90 36 85 => 63 (conf: 0.82)
63 90 36 85 => 59 (conf: 0.87)
59 => 36 85 86 34 (conf: 0.82)
36 => 85 86 34 59 (conf: 0.62)
34 59 => 36 86 85 (conf: 0.85)
34 36 => 86 85 59 (conf: 0.64)
59 36 => 85 86 34 (conf: 0.96)
59 86 => 36 85 34 (conf: 0.85)
59 85 => 36 86 34 (conf: 0.82)
36 86 => 85 34 59 (conf: 0.64)
36 85 => 86 34 59 (conf: 0.62)
34 59 36 => 86 85 (conf: 1.00)
34 59 86 => 36 85 (conf: 0.85)
34 59 85 => 36 86 (conf: 0.85)
34 36 86 => 85 59 (conf: 0.64)
34 36 85 => 86 59 (conf: 0.64)
59 36 86 => 85 34 (conf: 1.00)
59 36 85 => 86 34 (conf: 0.96)
59 86 85 => 36 34 (conf: 0.85)
36 86 85 => 34 59 (conf: 0.64)
34 59 36 86 => 85 (conf: 1.00)
34 59 36 85 => 86 (conf: 1.00)
34 59 86 85 => 36 (conf: 0.85)
34 36 86 85 => 59 (conf: 0.64)
59 36 86 85 => 34 (conf: 1.00)
76 => 85 90 86 34 (conf: 0.89)
34 76 => 85 86 90 (conf: 0.89)
76 90 => 85 86 34 (conf: 1.00)
76 86 => 90 85 34 (conf: 0.89)
76 85 => 90 86 34 (conf: 0.89)
34 76 90 => 86 85 (conf: 1.00)
34 76 86 => 85 90 (conf: 0.89)
34 76 85 => 86 90 (conf: 0.89)
76 90 86 => 85 34 (conf: 1.00)
76 90 85 => 86 34 (conf: 1.00)
76 86 85 => 90 34 (conf: 0.89)
34 76 90 86 => 85 (conf: 1.00)
34 76 90 85 => 86 (conf: 1.00)
34 76 86 85 => 90 (conf: 0.89)
76 90 86 85 => 34 (conf: 1.00)
93 => 36 85 86 34 (conf: 0.83)
34 93 => 36 86 85 (conf: 0.87)
36 93 => 85 86 34 (conf: 0.94)
86 93 => 36 85 34 (conf: 0.87)
85 93 => 36 86 34 (conf: 0.83)
34 36 93 => 86 85 (conf: 1.00)
34 86 93 => 36 85 (conf: 0.87)
34 85 93 => 36 86 (conf: 0.87)
36 86 93 => 85 34 (conf: 1.00)
36 85 93 => 86 34 (conf: 0.94)
86 85 93 => 36 34 (conf: 0.87)
34 36 86 93 => 85 (conf: 1.00)
34 36 85 93 => 86 (conf: 1.00)
34 86 85 93 => 36 (conf: 0.87)
36 86 85 93 => 34 (conf: 1.00)
63 => 39 85 86 34 (conf: 0.65)
39 63 => 85 86 34 (conf: 0.94)
34 63 => 39 86 85 (conf: 0.68)
63 86 => 39 85 34 (conf: 0.68)
63 85 => 39 86 34 (conf: 0.65)
39 34 63 => 86 85 (conf: 1.00)
39 63 86 => 85 34 (conf: 1.00)
39 63 85 => 86 34 (conf: 0.94)
34 63 86 => 39 85 (conf: 0.68)
34 63 85 => 39 86 (conf: 0.68)
63 86 85 => 39 34 (conf: 0.68)
39 34 63 86 => 85 (conf: 1.00)
39 34 63 85 => 86 (conf: 1.00)
39 63 86 85 => 34 (conf: 1.00)
34 63 86 85 => 39 (conf: 0.68)
2 => 90 85 34 59 (conf: 0.73)
34 59 => 85 2 90 (conf: 0.62)
34 2 => 85 90 59 (conf: 0.77)
59 2 => 90 85 34 (conf: 0.85)
59 90 => 85 2 34 (conf: 0.65)
2 90 => 85 34 59 (conf: 0.84)
2 85 => 90 34 59 (conf: 0.73)
34 59 2 => 85 90 (conf: 0.89)
34 59 90 => 2 85 (conf: 0.68)
34 59 85 => 2 90 (conf: 0.62)
34 2 90 => 85 59 (conf: 0.88)
34 2 85 => 90 59 (conf: 0.77)
59 2 90 => 85 34 (conf: 0.94)
59 2 85 => 90 34 (conf: 0.85)
59 90 85 => 2 34 (conf: 0.65)
2 90 85 => 34 59 (conf: 0.84)
34 59 2 90 => 85 (conf: 1.00)
34 59 2 85 => 90 (conf: 0.89)
34 59 90 85 => 2 (conf: 0.68)
34 2 90 85 => 59 (conf: 0.88)
59 2 90 85 => 34 (conf: 0.94)
2 => 90 85 34 86 (conf: 0.83)
34 2 => 85 86 90 (conf: 0.87)
2 90 => 85 86 34 (conf: 0.95)
2 86 => 90 85 34 (conf: 0.87)
2 85 => 90 86 34 (conf: 0.83)
34 2 90 => 86 85 (conf: 1.00)
34 2 86 => 85 90 (conf: 0.87)
34 2 85 => 86 90 (conf: 0.87)
2 90 86 => 85 34 (conf: 1.00)
2 90 85 => 86 34 (conf: 0.95)
2 86 85 => 90 34 (conf: 0.87)
34 2 90 86 => 85 (conf: 1.00)
34 2 90 85 => 86 (conf: 1.00)
34 2 86 85 => 90 (conf: 0.87)
2 90 86 85 => 34 (conf: 1.00)
2 => 39 90 85 34 (conf: 0.76)
39 2 => 90 85 34 (conf: 0.82)
39 90 => 85 2 34 (conf: 0.64)
34 2 => 39 85 90 (conf: 0.80)
2 90 => 39 85 34 (conf: 0.87)
2 85 => 39 90 34 (conf: 0.76)
39 34 2 => 85 90 (conf: 0.86)
39 34 90 => 2 85 (conf: 0.67)
39 2 90 => 85 34 (conf: 0.94)
39 2 85 => 90 34 (conf: 0.82)
39 90 85 => 2 34 (conf: 0.64)
34 2 90 => 39 85 (conf: 0.92)
34 2 85 => 39 90 (conf: 0.80)
2 90 85 => 39 34 (conf: 0.87)
39 34 2 90 => 85 (conf: 1.00)
39 34 2 85 => 90 (conf: 0.86)
39 34 90 85 => 2 (conf: 0.67)
39 2 90 85 => 34 (conf: 0.94)
34 2 90 85 => 39 (conf: 0.92)
2 => 90 86 34 59 (conf: 0.73)
34 59 => 2 90 86 (conf: 0.62)
34 2 => 86 90 59 (conf: 0.77)
59 2 => 90 86 34 (conf: 0.85)
59 90 => 2 34 86 (conf: 0.65)
59 86 => 90 2 34 (conf: 0.62)
2 90 => 86 34 59 (conf: 0.84)
2 86 => 90 34 59 (conf: 0.77)
34 59 2 => 86 90 (conf: 0.89)
34 59 90 => 2 86 (conf: 0.68)
34 59 86 => 2 90 (conf: 0.62)
34 2 90 => 86 59 (conf: 0.88)
34 2 86 => 90 59 (conf: 0.77)
59 2 90 => 86 34 (conf: 0.94)
59 2 86 => 90 34 (conf: 0.89)
59 90 86 => 2 34 (conf: 0.68)
2 90 86 => 34 59 (conf: 0.88)
34 59 2 90 => 86 (conf: 1.00)
34 59 2 86 => 90 (conf: 0.89)
34 59 90 86 => 2 (conf: 0.68)
34 2 90 86 => 59 (conf: 0.88)
59 2 90 86 => 34 (conf: 1.00)
23 => 39 85 86 36 (conf: 0.89)
39 36 => 86 85 23 (conf: 0.66)
39 23 => 36 86 85 (conf: 1.00)
36 23 => 39 86 85 (conf: 0.92)
86 23 => 39 85 36 (conf: 0.89)
85 23 => 39 86 36 (conf: 0.89)
39 36 86 => 85 23 (conf: 0.69)
39 36 85 => 86 23 (conf: 0.66)
39 36 23 => 86 85 (conf: 1.00)
39 86 23 => 36 85 (conf: 1.00)
39 85 23 => 36 86 (conf: 1.00)
36 86 23 => 39 85 (conf: 0.92)
36 85 23 => 39 86 (conf: 0.92)
86 85 23 => 39 36 (conf: 0.89)
39 36 86 85 => 23 (conf: 0.69)
39 36 86 23 => 85 (conf: 1.00)
39 36 85 23 => 86 (conf: 1.00)
39 86 85 23 => 36 (conf: 1.00)
36 86 85 23 => 39 (conf: 0.92)
2 => 39 85 86 90 (conf: 0.76)
39 2 => 85 86 90 (conf: 0.82)
39 90 => 2 85 86 (conf: 0.64)
2 90 => 39 86 85 (conf: 0.87)
2 86 => 39 85 90 (conf: 0.80)
2 85 => 39 86 90 (conf: 0.76)
39 2 90 => 86 85 (conf: 0.94)
39 2 86 => 85 90 (conf: 0.86)
39 2 85 => 86 90 (conf: 0.82)
39 90 86 => 2 85 (conf: 0.67)
39 90 85 => 2 86 (conf: 0.64)
2 90 86 => 39 85 (conf: 0.92)
2 90 85 => 39 86 (conf: 0.87)
2 86 85 => 39 90 (conf: 0.80)
39 2 90 86 => 85 (conf: 1.00)
39 2 90 85 => 86 (conf: 0.94)
39 2 86 85 => 90 (conf: 0.86)
39 90 86 85 => 2 (conf: 0.67)
2 90 86 85 => 39 (conf: 0.92)
2 => 39 85 90 59 (conf: 0.71)
39 59 => 85 2 90 (conf: 0.84)
39 2 => 85 90 59 (conf: 0.77)
39 90 => 2 85 59 (conf: 0.60)
59 2 => 39 85 90 (conf: 0.83)
59 90 => 39 2 85 (conf: 0.64)
2 90 => 39 85 59 (conf: 0.82)
2 85 => 39 90 59 (conf: 0.71)
39 59 2 => 85 90 (conf: 0.89)
39 59 90 => 2 85 (conf: 0.95)
39 59 85 => 2 90 (conf: 0.84)
39 2 90 => 85 59 (conf: 0.89)
39 2 85 => 90 59 (conf: 0.77)
39 90 85 => 2 59 (conf: 0.60)
59 2 90 => 39 85 (conf: 0.92)
59 2 85 => 39 90 (conf: 0.83)
59 90 85 => 39 2 (conf: 0.64)
2 90 85 => 39 59 (conf: 0.82)
39 59 2 90 => 85 (conf: 1.00)
39 59 2 85 => 90 (conf: 0.89)
39 59 90 85 => 2 (conf: 0.95)
39 2 90 85 => 59 (conf: 0.89)
59 2 90 85 => 39 (conf: 0.92)
2 => 39 90 86 34 (conf: 0.76)
39 2 => 90 86 34 (conf: 0.82)
39 90 => 2 34 86 (conf: 0.64)
34 2 => 39 86 90 (conf: 0.80)
2 90 => 39 86 34 (conf: 0.87)
2 86 => 39 90 34 (conf: 0.80)
39 34 2 => 86 90 (conf: 0.86)
39 34 90 => 2 86 (conf: 0.67)
39 2 90 => 86 34 (conf: 0.94)
39 2 86 => 90 34 (conf: 0.86)
39 90 86 => 2 34 (conf: 0.67)
34 2 90 => 39 86 (conf: 0.92)
34 2 86 => 39 90 (conf: 0.80)
2 90 86 => 39 34 (conf: 0.92)
39 34 2 90 => 86 (conf: 1.00)
39 34 2 86 => 90 (conf: 0.86)
39 34 90 86 => 2 (conf: 0.67)
39 2 90 86 => 34 (conf: 1.00)
34 2 90 86 => 39 (conf: 0.92)
2 => 85 86 90 59 (conf: 0.73)
59 2 => 85 86 90 (conf: 0.85)
59 90 => 2 85 86 (conf: 0.65)
59 86 => 85 2 90 (conf: 0.62)
2 90 => 86 85 59 (conf: 0.84)
2 86 => 85 90 59 (conf: 0.77)
2 85 => 86 90 59 (conf: 0.73)
59 2 90 => 86 85 (conf: 0.94)
59 2 86 => 85 90 (conf: 0.89)
59 2 85 => 86 90 (conf: 0.85)
59 90 86 => 2 85 (conf: 0.68)
59 90 85 => 2 86 (conf: 0.65)
59 86 85 => 2 90 (conf: 0.62)
2 90 86 => 85 59 (conf: 0.88)
2 90 85 => 86 59 (conf: 0.84)
2 86 85 => 90 59 (conf: 0.77)
59 2 90 86 => 85 (conf: 1.00)
59 2 90 85 => 86 (conf: 0.94)
59 2 86 85 => 90 (conf: 0.89)
59 90 86 85 => 2 (conf: 0.68)
2 90 86 85 => 59 (conf: 0.88)
63 => 85 2 34 86 (conf: 0.65)
2 => 85 86 34 63 (conf: 0.76)
34 63 => 2 85 86 (conf: 0.68)
34 2 => 86 85 63 (conf: 0.80)
63 2 => 85 86 34 (conf: 0.94)
63 86 => 85 2 34 (conf: 0.68)
63 85 => 2 34 86 (conf: 0.65)
2 86 => 85 34 63 (conf: 0.80)
2 85 => 86 34 63 (conf: 0.76)
34 63 2 => 86 85 (conf: 1.00)
34 63 86 => 2 85 (conf: 0.68)
34 63 85 => 2 86 (conf: 0.68)
34 2 86 => 85 63 (conf: 0.80)
34 2 85 => 86 63 (conf: 0.80)
63 2 86 => 85 34 (conf: 1.00)
63 2 85 => 86 34 (conf: 0.94)
63 86 85 => 2 34 (conf: 0.68)
2 86 85 => 34 63 (conf: 0.80)
34 63 2 86 => 85 (conf: 1.00)
34 63 2 85 => 86 (conf: 1.00)
34 63 86 85 => 2 (conf: 0.68)
34 2 86 85 => 63 (conf: 0.80)
63 2 86 85 => 34 (conf: 1.00)
23 => 39 86 34 36 (conf: 0.89)
39 36 => 86 34 23 (conf: 0.66)
39 23 => 36 86 34 (conf: 1.00)
34 23 => 39 86 36 (conf: 0.89)
36 23 => 39 86 34 (conf: 0.92)
86 23 => 39 34 36 (conf: 0.89)
39 34 36 => 86 23 (conf: 0.69)
39 34 23 => 36 86 (conf: 1.00)
39 36 86 => 34 23 (conf: 0.69)
39 36 23 => 86 34 (conf: 1.00)
39 86 23 => 36 34 (conf: 1.00)
34 36 23 => 39 86 (conf: 0.92)
34 86 23 => 39 36 (conf: 0.89)
36 86 23 => 39 34 (conf: 0.92)
39 34 36 86 => 23 (conf: 0.69)
39 34 36 23 => 86 (conf: 1.00)
39 34 86 23 => 36 (conf: 1.00)
39 36 86 23 => 34 (conf: 1.00)
34 36 86 23 => 39 (conf: 0.92)
39 => 36 85 86 90 (conf: 0.72)
39 90 => 36 86 85 (conf: 0.81)
39 36 => 85 86 90 (conf: 0.88)
39 86 => 36 85 90 (conf: 0.74)
39 85 => 36 86 90 (conf: 0.72)
90 36 => 39 86 85 (conf: 0.62)
36 86 => 39 85 90 (conf: 0.61)
39 90 36 => 86 85 (conf: 0.95)
39 90 86 => 36 85 (conf: 0.84)
39 90 85 => 36 86 (conf: 0.81)
39 36 86 => 85 90 (conf: 0.92)
39 36 85 => 86 90 (conf: 0.88)
39 86 85 => 36 90 (conf: 0.74)
90 36 86 => 39 85 (conf: 0.64)
90 36 85 => 39 86 (conf: 0.62)
36 86 85 => 39 90 (conf: 0.61)
39 90 36 86 => 85 (conf: 1.00)
39 90 36 85 => 86 (conf: 0.95)
39 90 86 85 => 36 (conf: 0.84)
39 36 86 85 => 90 (conf: 0.92)
90 36 86 85 => 39 (conf: 0.64)
39 => 36 85 86 34 (conf: 0.77)
36 => 39 85 86 34 (conf: 0.64)
39 34 => 36 86 85 (conf: 0.80)
39 36 => 85 86 34 (conf: 0.95)
39 86 => 36 85 34 (conf: 0.80)
39 85 => 36 86 34 (conf: 0.77)
34 36 => 39 86 85 (conf: 0.66)
36 86 => 39 85 34 (conf: 0.66)
36 85 => 39 86 34 (conf: 0.64)
39 34 36 => 86 85 (conf: 1.00)
39 34 86 => 36 85 (conf: 0.80)
39 34 85 => 36 86 (conf: 0.80)
39 36 86 => 85 34 (conf: 1.00)
39 36 85 => 86 34 (conf: 0.95)
39 86 85 => 36 34 (conf: 0.80)
34 36 86 => 39 85 (conf: 0.66)
34 36 85 => 39 86 (conf: 0.66)
36 86 85 => 39 34 (conf: 0.66)
39 34 36 86 => 85 (conf: 1.00)
39 34 36 85 => 86 (conf: 1.00)
39 34 86 85 => 36 (conf: 0.80)
39 36 86 85 => 34 (conf: 1.00)
34 36 86 85 => 39 (conf: 0.66)
23 => 39 85 34 36 (conf: 0.89)
39 36 => 85 34 23 (conf: 0.66)
39 23 => 36 85 34 (conf: 1.00)
34 23 => 39 85 36 (conf: 0.89)
36 23 => 39 85 34 (conf: 0.92)
85 23 => 39 34 36 (conf: 0.89)
39 34 36 => 85 23 (conf: 0.69)
39 34 23 => 36 85 (conf: 1.00)
39 36 85 => 34 23 (conf: 0.66)
39 36 23 => 85 34 (conf: 1.00)
39 85 23 => 36 34 (conf: 1.00)
34 36 23 => 39 85 (conf: 0.92)
34 85 23 => 39 36 (conf: 0.89)
36 85 23 => 39 34 (conf: 0.92)
39 34 36 85 => 23 (conf: 0.69)
39 34 36 23 => 85 (conf: 1.00)
39 34 85 23 => 36 (conf: 1.00)
39 36 85 23 => 34 (conf: 1.00)
34 36 85 23 => 39 (conf: 0.92)
59 => 39 2 34 86 (conf: 0.62)
2 => 39 86 34 59 (conf: 0.76)
39 59 => 2 34 86 (conf: 0.89)
39 2 => 86 34 59 (conf: 0.81)
34 59 => 39 2 86 (conf: 0.64)
34 2 => 39 86 59 (conf: 0.79)
59 2 => 39 86 34 (conf: 0.87)
59 86 => 39 2 34 (conf: 0.64)
2 86 => 39 34 59 (conf: 0.79)
39 34 59 => 2 86 (conf: 0.94)
39 34 2 => 86 59 (conf: 0.85)
39 59 2 => 86 34 (conf: 0.94)
39 59 86 => 2 34 (conf: 0.94)
39 2 86 => 34 59 (conf: 0.85)
34 59 2 => 39 86 (conf: 0.92)
34 59 86 => 39 2 (conf: 0.64)
34 2 86 => 39 59 (conf: 0.79)
59 2 86 => 39 34 (conf: 0.92)
39 34 59 2 => 86 (conf: 1.00)
39 34 59 86 => 2 (conf: 0.94)
39 34 2 86 => 59 (conf: 0.85)
39 59 2 86 => 34 (conf: 1.00)
34 59 2 86 => 39 (conf: 0.92)
39 => 85 90 86 34 (conf: 0.85)
34 => 39 85 86 90 (conf: 0.60)
90 => 39 85 86 34 (conf: 0.64)
86 => 39 90 85 34 (conf: 0.60)
39 34 => 85 86 90 (conf: 0.89)
39 90 => 85 86 34 (conf: 0.96)
39 86 => 90 85 34 (conf: 0.88)
39 85 => 90 86 34 (conf: 0.85)
34 90 => 39 86 85 (conf: 0.66)
34 86 => 39 85 90 (conf: 0.61)
34 85 => 39 86 90 (conf: 0.60)
90 86 => 39 85 34 (conf: 0.66)
90 85 => 39 86 34 (conf: 0.64)
86 85 => 39 90 34 (conf: 0.60)
39 34 90 => 86 85 (conf: 1.00)
39 34 86 => 85 90 (conf: 0.89)
39 34 85 => 86 90 (conf: 0.89)
39 90 86 => 85 34 (conf: 1.00)
39 90 85 => 86 34 (conf: 0.96)
39 86 85 => 90 34 (conf: 0.88)
34 90 86 => 39 85 (conf: 0.66)
34 90 85 => 39 86 (conf: 0.66)
34 86 85 => 39 90 (conf: 0.61)
90 86 85 => 39 34 (conf: 0.66)
39 34 90 86 => 85 (conf: 1.00)
39 34 90 85 => 86 (conf: 1.00)
39 34 86 85 => 90 (conf: 0.89)
39 90 86 85 => 34 (conf: 1.00)
34 90 86 85 => 39 (conf: 0.66)
23 => 39 85 86 34 (conf: 0.89)
39 23 => 85 86 34 (conf: 1.00)
34 23 => 39 86 85 (conf: 0.89)
86 23 => 39 85 34 (conf: 0.89)
85 23 => 39 86 34 (conf: 0.89)
39 34 23 => 86 85 (conf: 1.00)
39 86 23 => 85 34 (conf: 1.00)
39 85 23 => 86 34 (conf: 1.00)
34 86 23 => 39 85 (conf: 0.89)
34 85 23 => 39 86 (conf: 0.89)
86 85 23 => 39 34 (conf: 0.89)
39 34 86 23 => 85 (conf: 1.00)
39 34 85 23 => 86 (conf: 1.00)
39 86 85 23 => 34 (conf: 1.00)
34 86 85 23 => 39 (conf: 0.89)
39 => 36 90 85 34 (conf: 0.72)
39 34 => 36 85 90 (conf: 0.74)
39 90 => 36 85 34 (conf: 0.81)
39 36 => 90 85 34 (conf: 0.88)
39 85 => 36 90 34 (conf: 0.72)
34 36 => 39 85 90 (conf: 0.61)
90 36 => 39 85 34 (conf: 0.62)
39 34 90 => 36 85 (conf: 0.84)
39 34 36 => 85 90 (conf: 0.92)
39 34 85 => 36 90 (conf: 0.74)
39 90 36 => 85 34 (conf: 0.95)
39 90 85 => 36 34 (conf: 0.81)
39 36 85 => 90 34 (conf: 0.88)
34 90 36 => 39 85 (conf: 0.64)
34 36 85 => 39 90 (conf: 0.61)
90 36 85 => 39 34 (conf: 0.62)
39 34 90 36 => 85 (conf: 1.00)
39 34 90 85 => 36 (conf: 0.84)
39 34 36 85 => 90 (conf: 0.92)
39 90 36 85 => 34 (conf: 0.95)
34 90 36 85 => 39 (conf: 0.64)
59 => 85 2 34 86 (conf: 0.67)
2 => 85 86 34 59 (conf: 0.82)
34 59 => 2 85 86 (conf: 0.69)
34 2 => 86 85 59 (conf: 0.86)
59 2 => 85 86 34 (conf: 0.95)
59 86 => 85 2 34 (conf: 0.69)
59 85 => 2 34 86 (conf: 0.67)
2 86 => 85 34 59 (conf: 0.86)
2 85 => 86 34 59 (conf: 0.82)
34 59 2 => 86 85 (conf: 1.00)
34 59 86 => 2 85 (conf: 0.69)
34 59 85 => 2 86 (conf: 0.69)
34 2 86 => 85 59 (conf: 0.86)
34 2 85 => 86 59 (conf: 0.86)
59 2 86 => 85 34 (conf: 1.00)
59 2 85 => 86 34 (conf: 0.95)
59 86 85 => 2 34 (conf: 0.69)
2 86 85 => 34 59 (conf: 0.86)
34 59 2 86 => 85 (conf: 1.00)
34 59 2 85 => 86 (conf: 1.00)
34 59 86 85 => 2 (conf: 0.69)
34 2 86 85 => 59 (conf: 0.86)
59 2 86 85 => 34 (conf: 1.00)
39 => 85 86 34 59 (conf: 0.61)
59 => 39 85 86 34 (conf: 0.66)
39 34 => 86 85 59 (conf: 0.63)
39 59 => 85 86 34 (conf: 0.95)
39 86 => 85 34 59 (conf: 0.63)
39 85 => 86 34 59 (conf: 0.61)
34 59 => 39 86 85 (conf: 0.68)
59 86 => 39 85 34 (conf: 0.68)
59 85 => 39 86 34 (conf: 0.66)
39 34 59 => 86 85 (conf: 1.00)
39 34 86 => 85 59 (conf: 0.63)
39 34 85 => 86 59 (conf: 0.63)
39 59 86 => 85 34 (conf: 1.00)
39 59 85 => 86 34 (conf: 0.95)
39 86 85 => 34 59 (conf: 0.63)
34 59 86 => 39 85 (conf: 0.68)
34 59 85 => 39 86 (conf: 0.68)
59 86 85 => 39 34 (conf: 0.68)
39 34 59 86 => 85 (conf: 1.00)
39 34 59 85 => 86 (conf: 1.00)
39 34 86 85 => 59 (conf: 0.63)
39 59 86 85 => 34 (conf: 1.00)
34 59 86 85 => 39 (conf: 0.68)
59 => 39 85 2 34 (conf: 0.62)
2 => 39 85 34 59 (conf: 0.76)
39 59 => 85 2 34 (conf: 0.89)
39 2 => 85 34 59 (conf: 0.81)
34 59 => 39 2 85 (conf: 0.64)
34 2 => 39 85 59 (conf: 0.79)
59 2 => 39 85 34 (conf: 0.87)
59 85 => 39 2 34 (conf: 0.62)
2 85 => 39 34 59 (conf: 0.76)
39 34 59 => 2 85 (conf: 0.94)
39 34 2 => 85 59 (conf: 0.85)
39 59 2 => 85 34 (conf: 0.94)
39 59 85 => 2 34 (conf: 0.89)
39 2 85 => 34 59 (conf: 0.81)
34 59 2 => 39 85 (conf: 0.92)
34 59 85 => 39 2 (conf: 0.64)
34 2 85 => 39 59 (conf: 0.79)
59 2 85 => 39 34 (conf: 0.87)
39 34 59 2 => 85 (conf: 1.00)
39 34 59 85 => 2 (conf: 0.94)
39 34 2 85 => 59 (conf: 0.85)
39 59 2 85 => 34 (conf: 0.94)
34 59 2 85 => 39 (conf: 0.92)
39 => 85 2 34 86 (conf: 0.66)
2 => 39 85 86 34 (conf: 0.89)
39 34 => 2 85 86 (conf: 0.69)
39 2 => 85 86 34 (conf: 0.95)
39 86 => 85 2 34 (conf: 0.69)
39 85 => 2 34 86 (conf: 0.66)
34 2 => 39 86 85 (conf: 0.93)
